Id,開單狀態,WBS,請購順序,需求者,請購項目,需求原因,總金額,需求日,已開單日期,ePR No.,進度追蹤超連結,備註,Status,簽核中關卡,報告路徑,驗收路徑,合作類別,合作廠商,前購單單號,驗收狀態,PO No.,主任簽核,叔叔簽核
26c9d89e-fc5f-4feb-9b80-bc32bb7503fd,V,,1,測試中,K18-11F 4600 OHT 專案部件請購,因K18-11F 4600 機台安全光柵損壞，導致機台無法作業，需立刻請購進行更換,60000,20260629,20260706,2607060305,https://khwfap.kh.asegroup.com/ePR/PRQuery/QueryPR?id=2607060305,K18的急件專案，但不能提到工安、安全光柵等相關事件；C9228 於 2026/07/06 已開單完成；2026/07/27 交貨結案,SAP PO 建立完成,,\\cim300\FT01_CIM\FT01_4000\11.RR班人員-ePR請購管理\其他組代開請購\23688_林景陽\=已結單=\2607060305_20260629_K18-11F 4600 安全光閘請購_CY\驗收,,parts,台灣基恩斯股份有限公司,,V,6100891106,V,V
